FbID,CG number,NAME,SYMBOL,HippoRNAi_EggL_Day_1_Egg_Count,HippoRNAi_EggL_Day_1_Egg_Zscore,HippoRNAi_EggL_Day_2_Egg_Count,HippoRNAi_EggL_Day_2_Egg_Zscore,HippoRNAi_EggL_Day_3_Egg_Count,HippoRNAi_EggL_Day_3_Egg_Zscore,HippoRNAi_EggL_Day_4_Egg_Count,HippoRNAi_EggL_Day_4_Egg_Zscore,HippoRNAi_EggL_Day_5_Egg_Count,HippoRNAi_EggL_Day_5_Egg_Zscore,HippoRNAi_EggL_All_Days_Egg_Sum_Count,HippoRNAi_EggL_All_Days_Egg_Sum_Zscore,EggL_Day_1_Egg_Count,EggL_Day_1_Egg_Zscore,EggL_Day_2_Egg_Count,EggL_Day_2_Egg_Zscore,EggL_Day_3_Egg_Count,EggL_Day_3_Egg_Zscore,EggL_Day_4_Egg_Count,EggL_Day_4_Egg_Zscore,EggL_Day_5_Egg_Count,EggL_Day_5_Egg_Zscore,EggL_All_Days_Egg_Sum_Count,EggL_All_Days_Egg_Sum_Zscore,HippoRNAi_Ova_OvarioleNb_Fly_1.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_1.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_2.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_2.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_3.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_3.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_4.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_4.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_5.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_5.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_6.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_6.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_7.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_7.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_8.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_8.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_9.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_9.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_10.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_10.2_Count,HippoRNAi_Ova_OvarioleNb_Mean_Count,HippoRNAi_Ova_OvarioleNb_Std_Count,HippoRNAi_Ova_OvarioleNb_Mean_Zscore,PIN_betweenness_centrality,PIN_closeness_centrality,PIN_eigenvector_centrality,PIN_degree_centrality,HippoRNAi_Ova_Module,HippoRNAi_EggL_Module,EggL_Module,Core_Module,Meta_Module,HpoOva_Connector,HpoEggL_Connector,EggL_Connector,Core_Connector,FGF_pathway,VEGF_pathway,Toll_pathway,JNK_pathway,EGF_pathway,mTOR_pathway,FOXO_pathway,SHH_pathway,Hippo_pathway,JAK/STAT_pathway,Wnt_pathway,Notch_pathway,TGF B_pathway,MAPK_pathway
FBgn0011822,CG13374,Pepsinogen C-like,Pgcl,48.0,-0.1142,64.0,0.5646,46.0,-0.4064,30.0,0.1841,10.0,-1.3314,198.0,-0.1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3971918478035127e-06,0.24044604878212386,1.9193144730952304e-05,0.00018812905653278148,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0011826,CG9842,Protein phosphatase 2B at 14D,Pp2B-14D,21.0,-4.5857,95.0,1.265,24.0,-0.4549,3.0,-1.0184,46.0,0.9749,189.0,-0.4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012796410494454785,0.3412880510557812,0.005322544676830001,0.007148904148245695,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0014006,CG4720,Apoptotic signal-regulating kinase 1,Ask1,67.0,-1.0555,40.0,-0.8925,30.0,-0.9021,8.0,-1.3451,13.0,-0.3345,158.0,-2.1196,152.0,2.7481,49.0,-0.498,52.0,1.3057,34.0,0.7549,23.0,-0.4206,310.0,1.6716,22.0,23.0,21.0,21.0,18.0,21.0,18.0,21.0,21.0,21.0,20.0,21.0,19.0,20.0,22.0,19.0,17.0,17.0,18.0,22.0,20.1,1.7740824166460347,0.0707,0.00014908111349709182,0.3142778882547039,0.000776956191000587,0.0019753550935942056,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBgn0014011,CG8556,Rac2,Rac2,0.0,-4.7429,0.0,-3.5457,0.0,-2.5488,0.0,-2.8075,0.0,-1.7442,0.0,-9.6009,0.0,-3.1045,0.0,-4.3731,0.0,-2.5058,0.0,-2.4871,0.0,-3.7675,0.0,-4.8103,14.0,11.0,12.0,16.0,12.0,11.0,16.0,11.0,13.0,12.0,12.0,11.0,14.0,12.0,11.0,12.0,16.0,12.0,14.0,12.0,12.7,1.719853114903161,-3.9958,0.00010452283391664249,0.31064017700432545,0.0005835115086198077,0.0016931615087950331,True,True,False,False,VII,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FBgn0014018,CG11992,Relish,Rel,83.0,1.0614,121.0,2.4141,54.0,-0.0194,33.0,0.3682,33.0,0.9538,324.0,4.0063,90.0,0.9302,69.0,1.8484,26.0,-0.3341,35.0,1.8653,10.0,-2.093,230.0,1.005,20.0,20.0,24.0,20.0,20.0,19.0,22.0,20.0,18.0,19.0,21.0,23.0,19.0,19.0,22.0,22.0,25.0,20.0,20.0,26.0,20.95,2.1636956688426454,0.9055,0.0009600357430474225,0.3501250142686184,0.02472891854161432,0.01034709810930298,False,False,False,False,,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0014020,CG8416,Rho1,Rho1,0.0,-4.3294,0.0,-3.7259,0.0,-2.7062,0.0,-2.0176,0.0,-0.9066,0.0,-6.7197,0.0,-2.6099,0.0,-1.3698,0.0,-1.7772,0.0,-2.6546,0.0,-2.5036,0.0,-7.6344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1421,0.00012613904639501976,0.3031491702065953,0.00057168512294132,0.002633806791458941,True,True,True,True,IV,False,False,False,False,0,0,0,1,1,0,0,0,0,0,1,0,1,0
FBgn0014135,CG4608,branchless,bnl,70.0,-0.44,74.0,0.7022,15.0,-0.9097,2.0,-1.1078,43.0,0.7312,204.0,-0.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016644244358030992,0.30911975175345435,0.0006880228953557638,0.0010347098109302981,False,False,False,False,,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0014343,CG10601,mirror,mirr,42.0,-0.3185,6.0,-2.5548,0.0,-1.5853,0.0,-3.1595,1.0,-2.1203,49.0,-3.2658,66.0,-1.0325,3.0,-1.27,0.0,-1.7772,0.0,-2.6546,0.0,-2.5036,69.0,-5.3461,19.0,19.0,17.0,17.0,20.0,16.0,21.0,18.0,18.0,19.0,18.0,18.0,20.0,21.0,19.0,20.0,20.0,21.0,19.0,19.0,18.95,1.394538218230416,-0.833,0.0,0.2259074265298977,2.1485364435539803e-06,9.406452826639074e-05,False,False,True,False,I,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0014388,CG1921,sprouty,sty,81.0,1.0617,55.0,-0.1002,34.0,0.7582,28.0,3.0705,12.0,-0.9424,210.0,1.2282,72.0,0.1233,65.0,1.4878,39.0,0.7517,28.0,0.9948,29.0,1.0884,233.0,1.0809,27.0,25.0,22.0,23.0,22.0,20.0,23.0,27.0,21.0,23.0,22.0,23.0,20.0,23.0,23.0,20.0,23.0,22.0,27.0,23.0,22.95,2.139232523470435,1.2494,0.0020503426233800105,0.3339401573527059,0.0016751412462755993,0.007337033204778478,False,False,False,False,,False,False,False,False,1,1,0,0,1,0,0,0,0,1,0,0,0,0
FBgn0015024,CG2028,Casein kinase Ialpha,CkIalpha,60.0,-1.3975,72.0,1.3742,14.0,-1.8643,38.0,1.1769,25.0,0.1936,209.0,-0.6347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001479410581498492,0.323582326425153,0.001356718376519602,0.0019753550935942056,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FBgn0015218,CG4035,eukaryotic translation initiation factor 4E1,eIF4E1,0.0,-1.7265,0.0,-1.5121,0.0,-2.6317,0.0,-1.657,0.0,-2.3249,0.0,-6.7036,0.0,-3.1045,0.0,-4.3731,0.0,-2.5058,0.0,-2.4871,0.0,-3.7675,0.0,-4.8103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.1777,0.0006579409270658781,0.3283982292813109,0.003326048089308625,0.004044774715454802,True,True,False,False,VII,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0015279,CG4141,Pi3K92E,Pi3K92E,82.0,5.3898,61.0,-2.3455,19.0,0.1614,19.0,-3.7251,19.0,-1.9484,200.0,-0.6618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004286672105729706,0.3419076092397517,0.035128572715411616,0.006584516978647353,False,False,False,False,,False,False,False,False,0,0,0,0,0,1,1,0,0,1,0,0,0,0
FBgn0015295,CG18247,SH2 ankyrin repeat kinase,Shark,106.0,1.834,60.0,0.4348,11.0,-2.0995,35.0,0.491,27.0,0.3577,239.0,1.1966,168.0,1.4053,27.0,-0.4721,54.0,1.0621,47.0,1.6776,9.0,-1.1936,305.0,2.4807,20.0,21.0,26.0,20.0,20.0,19.0,23.0,21.0,20.0,21.0,22.0,20.0,19.0,19.0,20.0,21.0,22.0,20.0,23.0,21.0,20.9,1.6827296120792616,0.8743,1.0273304902860697e-05,0.2798399026221243,0.00015533183614630818,0.00018812905653278148,False,False,False,False,,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FBgn0015296,CG3715,SHC-adaptor protein,Shc,179.0,4.5297,71.0,0.7013,50.0,1.861,35.0,4.6279,9.0,-1.2636,344.0,4.9685,114.0,0.1147,24.0,-0.5718,35.0,0.0631,25.0,-0.3503,14.0,-0.4658,212.0,-0.6036,22.0,20.0,22.0,21.0,21.0,20.0,20.0,20.0,20.0,22.0,20.0,19.0,20.0,20.0,19.0,19.0,21.0,21.0,18.0,22.0,20.35,1.1367080817685313,0.5308,0.00022548248797469884,0.2996694490802325,0.0015734998714314226,0.0015050324522622519,False,False,False,False,,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0015300,CG13591,Suppressor of Stellate-like,Ssl,64.0,0.4601,40.0,-0.8516,37.0,0.9649,23.0,1.958,14.0,-0.7282,178.0,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.931528353374878e-07,0.2678033193639006,0.00014337828918679216,0.00037625811306556296,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0015379,CG17051,dodo,dod,121.0,2.4772,68.0,0.551,51.0,1.9299,36.0,4.8504,1.0,-2.1203,277.0,3.0983,176.0,1.5965,59.0,0.5918,58.0,1.2725,25.0,-0.3503,38.0,3.0276,356.0,4.1721,22.0,18.0,21.0,20.0,20.0,21.0,16.0,20.0,20.0,21.0,22.0,19.0,18.0,19.0,19.0,22.0,20.0,20.0,21.0,19.0,19.9,1.5183093090324968,0.2498,0.0007246753658630902,0.3281019700686824,0.003066702784394069,0.005361678111184272,False,False,False,False,,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0015399,CG12283,kekkon 1,kek1,121.0,2.4772,49.0,-0.4008,5.0,-1.2406,2.0,-2.7145,38.0,1.8419,215.0,1.3677,117.0,0.8287,76.0,0.4867,55.0,2.0277,29.0,0.7446,42.0,0.6757,319.0,1.9244,19.0,19.0,18.0,19.0,19.0,19.0,22.0,20.0,21.0,21.0,18.0,20.0,21.0,21.0,19.0,21.0,20.0,21.0,21.0,19.0,19.9,1.165287405253358,0.2498,1.0824132038070129e-05,0.2635407893312976,7.31883237923635e-05,0.0004703226413319537,False,False,False,False,,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0015402,CG2899,kinase suppressor of ras,ksr,41.0,-2.8935,60.0,0.327,21.0,-0.6065,3.0,-1.0184,54.0,1.6249,179.0,-0.6606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011255433912042837,0.3208263400708095,0.0048571809623493365,0.0027278713197253315,False,False,False,False,,False,False,False,False,1,1,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0015509,CG1877,Cullin 1,Cul1,70.0,-0.44,79.0,0.8362,55.0,1.1119,16.0,0.1429,41.0,0.5687,261.0,1.4721,138.0,1.9817,54.0,-0.2439,51.0,1.2111,33.0,0.6794,46.0,1.1917,322.0,2.0163,19.0,23.0,22.0,19.0,20.0,22.0,19.0,18.0,20.0,18.0,21.0,19.0,22.0,17.0,21.0,23.0,19.0,18.0,22.0,20.0,20.1,1.8035053587243284,0.0707,0.0007262372029459362,0.3324559788755828,0.0016382306937239922,0.003386323017590067,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,1,0
FBgn0015589,CG1451,APC-like,Apc,86.0,-0.127,57.0,0.3117,48.0,0.1804,37.0,1.0929,16.0,-0.2024,244.0,0.3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3138088228305694e-05,0.2940632316566165,0.0003046247130381849,0.0007525162261311259,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0015614,CG11217,Calcineurin B2,CanB2,82.0,1.097,127.0,3.5066,52.0,1.9988,18.0,0.8455,29.0,0.8781,308.0,3.9636,135.0,1.2016,85.0,1.002,54.0,1.8902,42.0,1.6051,29.0,-0.5791,345.0,2.5383,19.0,22.0,23.0,18.0,22.0,21.0,19.0,21.0,22.0,20.0,22.0,19.0,22.0,22.0,22.0,22.0,21.0,23.0,19.0,21.0,21.0,1.4867838833500566,0.9367,0.0004939176344615771,0.31016515011991946,0.0004229333026862409,0.0024456777349261593,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0015625,CG5814,Cyclin B3,CycB3,95.0,1.5571,50.0,-0.3507,9.0,-0.9649,54.0,8.8554,10.0,-1.1566,218.0,1.4515,130.0,1.098,80.0,0.7157,43.0,0.378,32.0,0.9432,31.0,-0.3861,316.0,1.8535,19.0,21.0,20.0,24.0,22.0,26.0,23.0,27.0,19.0,19.0,21.0,18.0,24.0,20.0,22.0,21.0,18.0,20.0,23.0,24.0,21.55,2.564432839727663,0.5206,0.00010234234878428402,0.3073273093571451,0.0004922165235095073,0.0016931615087950331,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0015765,CG5475,p38a MAP kinase,p38a,80.0,-0.4069,27.0,-3.3767,41.0,1.4907,18.0,-1.0187,24.0,1.094,190.0,-0.0616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011557079988900103,0.3059721484676355,0.0005596363729829724,0.002163484150126987,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FBgn0015799,CG7413,Retinoblastoma-family protein,Rbf,38.0,-2.4726,41.0,-0.8217,13.0,-1.9244,18.0,-0.5044,13.0,-0.3345,123.0,-3.1386,35.0,-1.5354,62.0,1.2173,14.0,-1.3364,16.0,-0.4974,21.0,-0.2512,148.0,-1.0683,25.0,27.0,24.0,27.0,31.0,31.0,31.0,29.0,31.0,29.0,30.0,26.0,22.0,32.0,29.0,27.0,30.0,26.0,30.0,27.0,28.2,2.706716791515818,5.7983,0.0002517272450547969,0.3257409410367171,0.0014327275173376755,0.003198193961057285,True,False,False,False,II,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0015805,CG7471,Histone deacetylase 1,HDAC1,67.0,-0.6938,59.0,0.3002,35.0,0.1011,27.0,1.1256,19.0,-1.2187,207.0,0.0676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010965158043453411,0.3396176561639574,0.005116873697287543,0.007525162261311259,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0015838,CG8075,Van Gogh,Vang,86.0,0.9137,96.0,1.2918,33.0,0.0,14.0,-0.0357,31.0,-0.2437,260.0,1.4461,151.0,2.6933,55.0,-0.1931,34.0,-0.3974,32.0,0.6039,25.0,-0.2804,297.0,1.2982,21.0,23.0,20.0,20.0,19.0,22.0,16.0,21.0,23.0,23.0,20.0,24.0,23.0,23.0,20.0,22.0,20.0,21.0,20.0,25.0,21.3,2.054520048960084,1.1291,2.9542036059943263e-05,0.2970112339789885,0.0014328379234467665,0.0010347098109302981,True,False,True,False,VI,True,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0015905,CG4426,asteroid,ast,113.0,3.1981,76.0,0.7558,43.0,0.5054,22.0,0.679,39.0,0.4062,293.0,2.3044,64.0,-0.2354,58.0,0.8566,28.0,-0.1671,24.0,0.4974,40.0,2.9303,214.0,0.6005,21.0,20.0,22.0,22.0,25.0,24.0,21.0,23.0,20.0,23.0,21.0,23.0,22.0,21.0,19.0,21.0,18.0,20.0,20.0,22.0,21.4,1.698296359978373,1.1986,4.525709780752063e-05,0.31237904068913225,0.0013967327987738831,0.0007525162261311259,False,False,False,False,,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0016081,CG32045,furry,fry,75.0,-0.9424,53.0,2.3242,35.0,0.8426,3.0,-4.2023,4.0,-1.3924,170.0,-0.9409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00015969924157709737,0.3319328380748344,0.0022827122991002017,0.0018812905653278148,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0016131,CG5072,Cyclin-dependent kinase 4,Cdk4,83.0,5.4627,79.0,-1.6579,30.0,1.0493,31.0,-2.1286,33.0,-0.1053,256.0,0.6524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017255802806899114,0.3456160805396291,0.0031964211617640263,0.008465807543975166,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0016797,CG9739,frizzled 2,fz2,124.0,4.1288,52.0,0.1126,16.0,-0.8592,37.0,2.019,12.0,-1.7874,241.0,0.9519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014693835757736526,0.3314113410786445,0.007409899882890727,0.006678581506913743,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0016917,CG4257,Signal-transducer and activator of transcription protein at 92E,Stat92E,64.0,0.4232,74.0,0.8891,25.0,-1.4223,45.0,1.1047,15.0,-0.8346,223.0,0.6677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014791058715629573,0.3441724891443257,0.0036823668975878134,0.00761922678957765,False,True,False,False,III,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0016977,CG18497,split ends,spen,60.0,0.2889,67.0,0.6619,31.0,-1.132,19.0,-0.491,24.0,0.0596,201.0,-0.0595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016910807513400281,0.3321628170512349,0.0014174663652233195,0.0015990969805286426,False,False,False,False,,False,False,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0
FBgn0017572,CG4083,Mo25,Mo25,111.0,3.0289,71.0,0.6218,11.0,-1.1119,6.0,-0.7504,20.0,-1.1374,219.0,0.3797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.504673180461364e-06,0.27982505385301554,0.00045382308147414395,0.00037625811306556296,False,False,False,False,,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0020224,CG7037,Cbl proto-oncogene,Cbl,25.0,-3.1078,32.0,-1.4592,18.0,-1.6237,24.0,0.0,9.0,-0.5105,108.0,-3.5753,144.0,0.8317,65.0,0.7913,43.0,0.4837,20.0,-0.8111,10.0,-1.048,282.0,1.7179,19.0,22.0,22.0,20.0,23.0,23.0,23.0,20.0,24.0,24.0,24.0,22.0,18.0,24.0,24.0,21.0,19.0,24.0,26.0,27.0,22.45,2.372540277512914,0.9891,0.0001385107780279725,0.3181744827846349,0.0008519457477229272,0.0022575486783933773,False,False,False,False,,False,False,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0
FBgn0020238,CG31196,14-3-3epsilon,14-3-3epsilon,133.0,2.7409,62.0,0.4997,42.0,-0.5999,45.0,1.1047,30.0,0.6558,312.0,3.6096,112.0,0.0669,42.0,0.0266,26.0,-0.4101,27.0,-0.1659,5.0,-1.7758,212.0,-0.6036,23.0,17.0,19.0,19.0,20.0,17.0,19.0,21.0,21.0,20.0,17.0,16.0,16.0,18.0,19.0,19.0,19.0,19.0,21.0,16.0,18.8,1.908430051942668,-0.4371,0.0013813091080000235,0.34383589013293764,0.008786877078653494,0.0068667105634465245,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0020248,CG33166,stem cell tumor,stet,152.0,3.5742,84.0,1.3525,26.0,0.2068,31.0,3.738,22.0,0.1285,315.0,4.159,184.0,1.7877,66.0,0.8245,32.0,-0.0946,26.0,-0.2581,26.0,1.2809,334.0,3.4424,22.0,21.0,23.0,21.0,21.0,24.0,21.0,21.0,20.0,20.0,21.0,23.0,23.0,20.0,22.0,21.0,21.0,21.0,20.0,20.0,21.3,1.1742858972247996,1.1241,0.00010328719428867108,0.2891060229655135,0.00022740819357758922,0.0010347098109302981,False,False,False,False,,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0020251,CG8339,sulfateless,sfl,66.0,0.5308,44.0,-0.6512,15.0,-0.5514,19.0,1.068,29.0,0.8781,173.0,0.1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.835163589310681e-05,0.3171126256713127,0.0006961008008088108,0.0005643871695983443,False,False,False,False,,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0020299,CG31317,stumps,stumps,29.0,-0.7785,98.0,2.0539,28.0,0.3446,24.0,2.1805,29.0,0.8781,208.0,1.1723,89.0,0.2486,92.0,1.4029,32.0,-1.1341,28.0,0.6785,24.0,-1.0618,265.0,0.6493,21.0,21.0,20.0,23.0,23.0,18.0,20.0,21.0,18.0,19.0,25.0,19.0,22.0,19.0,20.0,21.0,22.0,19.0,21.0,20.0,20.6,1.7888543819998317,0.026,0.0012390109655221824,0.33560842364297777,0.002933115878260603,0.004515097356786756,False,False,False,False,,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0020386,CG1210,Phosphoinositide-dependent kinase 1,Pdk1,41.0,-2.326,27.0,-1.8134,0.0,-2.7062,1.0,-1.9335,0.0,-0.9066,69.0,-4.7108,116.0,0.1625,8.0,-1.1038,0.0,-1.7772,5.0,-2.1938,3.0,-2.0669,132.0,-3.2567,17.0,18.0,17.0,17.0,18.0,17.0,16.0,16.0,18.0,18.0,19.0,16.0,17.0,16.0,18.0,17.0,16.0,18.0,17.0,17.0,17.15,0.8750939799154205,-2.0153,0.002291963189515802,0.3521003481832035,0.03921421882242136,0.013545292070360268,True,False,False,False,II,False,False,False,False,0,0,0,0,0,1,1,0,0,0,0,0,0,0
FBgn0020388,CG4107,Gcn5 acetyltransferase,Gcn5,72.0,-0.8112,95.0,3.0034,42.0,-0.1804,27.0,0.2522,19.0,-0.0704,255.0,0.7046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006454883686428158,0.3361753659025901,0.0016598159339930012,0.004609161885053146,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0020493,CG5201,Daughters against dpp,Dad,63.0,0.3896,6.0,-1.3174,92.0,1.819,30.0,0.1841,35.0,1.1525,226.0,0.7669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.023355139199328e-05,0.29622710096413035,0.0004766792388597762,0.0013169033957294706,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0020496,CG7583,C-terminal Binding Protein,CtBP,0.0,-6.3624,0.0,-1.2811,1.0,-1.6173,0.0,-1.2864,0.0,-2.7623,1.0,-5.2902,0.0,-5.5728,0.0,-2.9882,12.0,-2.479,7.0,-1.2832,0.0,-2.0329,19.0,-6.6865,12.0,9.0,9.0,13.0,11.0,10.0,12.0,10.0,10.0,11.0,12.0,9.0,10.0,12.0,9.0,9.0,12.0,11.0,11.0,10.0,10.6,1.2732056517228265,-6.3058,0.002268221128310396,0.346308311328732,0.004656598664304173,0.00761922678957765,True,True,True,True,IV,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,1,0,0
FBgn0020622,CG2699,Pi3K21B,Pi3K21B,65.0,4.1516,65.0,-2.1927,27.0,0.8071,36.0,-1.4634,28.0,-0.7636,221.0,-0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001468620754342023,0.34328752538171664,0.013056605710226113,0.0068667105634465245,False,False,False,False,,False,False,False,False,0,0,0,0,0,1,1,0,0,1,0,0,0,0
FBgn0020660,CG10837,eukaryotic translation initiation factor 4B,eIF4B,137.0,3.0434,76.0,0.9518,40.0,1.1717,36.0,4.8504,6.0,-1.5849,295.0,3.6007,122.0,2.3648,45.0,-0.3156,24.0,-0.5012,11.0,-1.1192,32.0,1.5907,234.0,1.1062,16.0,13.0,20.0,17.0,17.0,15.0,18.0,20.0,19.0,21.0,17.0,19.0,21.0,19.0,17.0,16.0,19.0,17.0,21.0,16.0,17.9,2.174009151193639,-1.3796,0.0004830418384872799,0.3187706933184593,0.0013720525419875194,0.0037625811306556296,False,False,False,False,,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0020767,CG10155,Sprouty-related protein with EVH-1 domain,Spred,66.0,-1.9062,49.0,1.4471,35.0,0.8426,6.0,-3.5656,21.0,0.7211,177.0,-0.6331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00025080335101316717,0.3087668236724688,0.00048502158791216505,0.0015990969805286426,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0021796,CG5092,Target of rapamycin,Tor,0.0,-1.7265,0.0,-1.5121,0.0,-2.6317,0.0,-1.657,0.0,-2.3249,0.0,-6.7036,0.0,-2.6099,0.0,-1.3698,0.0,-1.7772,0.0,-2.6546,0.0,-2.5036,0.0,-7.6344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-11.5532,0.00015453595918075657,0.3233938164539113,0.0028216271160179662,0.002163484150126987,True,True,True,True,IV,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0
